Owner ,Include,Startup Name,Description,Website,Financial Instrument,Customer,Consolidated Tag,Tag,Objective,Maturity (new),Funded,Funding Round,Funding amount ($),Country,Founded Year,Employees,Complete,Hero,Year Score (0.4),Funding Score (0.6),Employee Score (0),Total Score,Maturity,0.4,0.6,0,Text to no.conversion,,,Consolidated Customer,API Integration,Financial/Non-Financial
,FALSE,Find Bob,"Find Bob is a cloud based platform that provides succession planning tool for financial advisors and helps them to discover opportunities to buy, sell, merge, partner or find a succession partner for their book of business. It's white-labelled enterprise solution helps agencies, brokerages, and manufacturers protect existing assets and generate new revenue streams.",findbob.io,,,#N/A,,Platform for succession planning tools for financial advisors,,y,Seed,"1,630,000",Canada,2014,,,,,,,,,,,,,,,#N/A,,
,TRUE,AIM,AIM (Automated Investment Management) is a mobile-first robo advisor that helps retail users manage their wealth. It provides algorithm-based mobile asset management services. It invests in a diversified portfolio of stocks and ETFs. It is currently in beta stage.,getaim.co,,Working class,Savings Management,Wealth Management,Mobile app for automated wealth management,Nascent,y,Seed,"1,600,000",South Korea,2016,,,,,,,,,,,,,,,End Consumer,No,Financial
,FALSE,Vérios Investimentos,"Vérios is an independent financial services start-up authorized by CVM and Ancord to advise clients about investment funds and other investment products. Vérios offers a wide online investment platform with 300+ investment products available, including funds from asset management firms, and bond. The platform monitor the investments on a daily basis and rebalances it when required.",verios.com.br,,,#N/A,,Automated investment platform for Brazilian Market,,y,Series A,"1,590,000",Brazil,2009,,,,,,,,,,,,,,,#N/A,,
,FALSE,Wela,"Wela offers access to free financial advice and financial tools customized just for users to track their goals, compare savings, and make investments. You can aggregate all their accounts at one location. Advisory free ranges from 0.75-1.0% of the AUM.",getwela.com,,,#N/A,,Automated investment platform with a human advisor,,y,Seed,"1,544,219",USA,2008,,,,,,,,,,,,,,,#N/A,,
,FALSE,InverCap,"Invercap is a savings platform for employees which enables them to make voluntary savings and plan/save for their retirement.  The savings made through the platform attract good interest, and are tax deductible.  Provides both short term and long term savings options.",invercap.com.mx,,,#N/A,,Savings and retirement planning platform,,y,Funded,"328,000,000",Mexico,1997,,,,,,,,,,,,,,,#N/A,,
,FALSE,Digit,"Digit is a mobile app that automatically saves cash for the users. It transfers a certain amount to a non-interest bearing, FDIC insured savings account. The amount saved is based on the analyses of the income and spending habits of the users. The user can withdraw the saved amount any time. The company is earning its revenue by pocketing the interest on the saved money.",digit.co,,,#N/A,,Mobile app that automatically saves money for the users,,,Series C,"64,050,000",USA,2013,,,,,,,,,,,,,,,#N/A,,
,FALSE,Qapital,"Qapital is a financial management app that allows its users to set saving goals and funds are automatically transferred in small increments to FDIC-ensured Qapital's banking partner's account. Its a Sweden based company preparing to launch in US. The seed round was led by early Spotify investor and board member, and Northzone partner Pär-Jörgen Pärson. Has an office in New York also.",qapital.com,,,#N/A,,Mobile app for micro savings,,,Series B,"55,296,050",USA,2012,,,,,,,,,,,,,,,#N/A,,
,TRUE,Lively,"Lively is a creator of specialist health saving account to save for healthcare expenses. The investments are tax-free, and users can invest from the first day with no minimum balance requirement. HSA customers can invest their HSA funds in ETFs, stocks, bonds, or mutual funds--any securities that are available on the TD Ameritrade platform.",livelyme.com,,Working class,Goal Based Savings,Health Savings,Health savings account provider,Nascent,,Series B,"42,182,402",USA,2016,,,,,,,,,,,,,,,End Consumer,No,Non-Financial
,FALSE,Warren,"Warren provides an online platform for goal-based investment and portfolio management. It enables individuals to invest in fixed income securities, equities, and investment funds. It helps in automated reinvestment, portfolio customization, rebalancing, etc. It also offers an app-based platform for Android and IOS platforms.",warrenbrasil.com.br,,,#N/A,,Goal-based investment platform,,,Series A,"25,000,000",Brazil,2014,,,,,,,,,,,,,,,#N/A,,
,TRUE,Chip,"Chip is a savings bot that  automatically saves based on recent spending. The user will have to connect their bank account, while the algorithm automatically analyzes the spending and small savings (on average £5 to £15) are then automatically transferred to Chip savings account. The saved money can then be transferred back to bank account.",getchip.uk,,Milennial,Automated Savings,Autosaving Application,Automatic savings bot,Nascent,,Series A,"18,411,920",United Kingdom,2016,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,U-Nest,"U-Nest is an online application helping users to save and invest in kid's education for tuition, student housing, books, computers, and other educational expenses. It offers uNest college savings app that helps to save & invest in college savings plans. Features include easy setup, easy tracking, personalized goals, secured, flexible, and more.",unestapp.com,,Parents,Goal Based Savings,Life Planning,Saving platform for education expenses,Emerging,,Series A,"14,950,000",USA,2019,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Affordplan,"Affordplan is a savings platform for medical expenses. Features include savings & financial planning solutions such as online payments, develop savings options, pick up services, enrollment, among others. Also, offers insights to access patients demographics, redeem benefits, and consultation services.",affordplan.com,,Working Class,Goal Based Savings,Health Savings,Savings platform for medical expenses,Emerging,,Series B,"13,532,381",India,2016,,,,,,,,,,,,,,,End Consumer,No,Non-Financial
,FALSE,Smarterly,"Smarterly provides a platform for investing in stocks and shares ISA to investors. Features stocks comparison platform, monitoring of investments, optimized portfolios, projected returns etc.",smarterly.co.uk,,,#N/A,,Stocks investment platform,,,Series A,"12,508,070",United Kingdom,2014,,,,,,,,,,,,,,,#N/A,,
,TRUE,Origin,"Origin is an insurance platform offering a benefits marketplace for employees. It provides debt assistance and other financial well-being solutions to improve retention, employee output, and reduce absenteeism.",useorigin.com,,Working Class,Pooled Savings,Workforce Savings,Benefits marketplace for employees,Mature,,Series B,"12,000,000",USA,2019,,,,,,,,,,,,,,,End Consumer,Yes,Financial
,TRUE,Blast,"Blast is a gamification company that rewards gamers for playing games. The rewards are paid out to the gamer's wallet, based on ""trigger savings,"" which are based on key in-game achievements. These are then multiplied in three ways: interest paid on balances, dividends from ""missions,"" and weekly leaderboard payouts. Blast is currently in closed beta and will launch soon.",blast.com,,Gamers,Robo Advice,Gamify Savings,Gamification company,Emerging,,Seed,"12,000,000",USA,2018,,,,,,,,,,,,,,,End Consumer,No,Non-Financial
,TRUE,Starship,Starship is a savings management platform for medical expenses. Users can save money and put it in a tax-free health savings account to spend on near-term medical expenses. Users can set a savings threshold for the savings account and anything extra rolls over into the investment account automatically. Offers up to 0.20% variable interest on the health savings account. The platform charges a fee of $1 per month.,starshiphsa.com,,Working Class,Savings Management,Savings Management Platform,Savings management platform for medical expenses,Emerging,,Series A,"11,000,000",USA,2018,,,,,,,,,,,,,,,End Consumer,No,Non-Financial
,TRUE,Plum,"Plum is personal savings assistant that monitors income, daily expenses and spending patterns. It monitors user current account and every few days transfers some money from it to Plum savings.",withplum.com,,All,Automated Savings,Automated Savings,Personal Savings assistant,Emerging,,Series A,"9,890,000",United Kingdom,2016,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Kaleidofin,"Kaleidofin is an AI-driven goal-based savings platform for individuals. Features include equity, debt & mixed-assets savings through Udaan, Lakshya, and Ummeed for short-term & long-term goals. Also, offers assistance to users to customise goals and build profiles using ML algorithms.",kaleidofin.com,,Milennial,Goal Based Savings,Goal Based Savings,AI-driven goal-based savings platform,Nascent,,Series A,"7,868,240",India,2017,,,,,,,,,,,,,,,End Consumer,No,Financial
,FALSE,Dreams,Dreams is a savings management platform. Users can set savings goals on the platform. It encourages users to save money by skipping unnecessary expenses in everyday life as buy-coffee or take-away. The saved money is automatically transferred from the user's salary account to the Dream's savings account. Users can also invest the saved money via the platform. The app is available for iOS and Android platform.,getdreams.com,,,#N/A,,Savings management platform,,,Series A,"7,516,521",Sweden,2014,,,,,,,,,,,,,,,#N/A,,
,TRUE,Long Game,Long Game offers a mobile-first Prize-linked Savings account to its customers. The account is FDIC insured and allows users to participate in lottery games as they keep on adding money to the savings account. The amount can be withdrawn at any time. The savings account has to be linked to a bank account to facilitate deposit and withdrawal of money.,longgame.co,,Milennial,Robo Advice,Gamify Savings,Prize-linked manual savings account,Mature,,Seed,"7,300,621",USA,2015,,,,,,,,,,,,,,,End Consumer,No,Financial
,FALSE,SaveUp,"SaveUp is a rewards program for saving money and reducing debt.  Users earn SaveUp credits for every dollar saved or debt reduced and can use these credits to play for prizes ranging from travel, cars to even a $2M jackpot.  While using SaveUp users are provided financial education, suggestions to improve their financial circumstances and better financial services.  SaveUp can be used with 18,000 financial institutions in the US including rewards for savings accounts, 401k, IRA, or reducing debts like credit cards, car loans, student loans and mortgages.",saveup.com,,,#N/A,,Personal finance reward platform,,,Acquired,"7,000,000",USA,2011,,,,,,,,,,,,,,,#N/A,,
,FALSE,10X Investments,"10x Investments provides retirement planning and saving management platform. It offers investment management services for users to invest in retirement, annuity, and index funds. It provides the My10x platform for individuals to track investments and make retirement plans.",10x.co.za,,,#N/A,,Retirement planning and saving management platform,,,Series B,"6,140,000",South Africa,2007,,,,,,,,,,,,,,,#N/A,,
,FALSE,DoubleNet Pay,"DoubleNet Pay is an employer-enables savings management platform. It automatically tracks bills and makes payments on payday. It automatically makes progress towards important savings goals such as emergency savings, healthcare, retirement or insurance premiums, every time the user gets paid. It creates a special purpose account for each user with the Central Bank of Kansas City.",doublenetpay.com,,,#N/A,,Employer-enables savings management platform,,,Acquired,"4,000,000",USA,2013,,,,,,,,,,,,,,,#N/A,,
,TRUE,WeVat,WeVat is an online platform for tax refunds. Users take photos of the receipts that are £250 or less and the platform automatically make the user's refund form. Users need to get their form stamped in the airport and the refund is sent to the user's card or bank account. The app is available for iOS and Android platforms.,wevat.com,,Working Class,Automated Savings,VAT Refund,Online platform for tax refunds,Nascent,,Series A,"3,548,230",United Kingdom,2016,,,,,,,,,,,,,,,End Consumer,No,Financial
,FALSE,Blueprint Income,"Blueprint Income is a portal for retirement planning which uses insurance to ensure a steady paycheck post the retirement irrespective of the market fluctuations.  The users start with a diagnostic tool to assess income needs, gap, and the savings goal and affordability.  Thereafter, recurring debits can be set up from the bank account or pension account. As of Nov'17, the platform is in beta mode.",blueprintincome.com,,,#N/A,,Retirement planning and savings portal,,,Seed,"3,450,000",USA,2014,,,,,,,,,,,,,,,#N/A,,
,TRUE,Goalsetter,Goalsetter provides a platform for users to manage savings and investments for the kids. It offers an FDIC-insured child account along with automated transfers. The savings account can be managed as per the goals set up by the users. The application is available for iOS and Android devices.,goalsetter.co,,All,Goal Based Savings,Goal Based Savings,Savings management platform for kids and family,Mature,,Seed,"2,608,000",Ukraine,2017,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Goin,Goin is a savings management platform. Enables users to save the spare change for each purchase which is added directly to the goin account. Utilizes machine learning algorithms to choose the best time to take a small part of the user's money and add it to their goin account. Users can choose between 3 levels of risk according to their personality.,goin.app,,All,Savings Management,Savings Management Platform,Savings management platform,Emerging,,Series A,"2,501,490",Spain,2017,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,StepLadder,"StepLadder is an online platform that enables first-time home buyers to raise property deposits by collaborating with members of similar interests. Users can register on the platform with details such as property deposit required, monthly amount they are willing to pay and duration. Platform matches them to a circle with  similar characteristics and carries out credit checks on user. Users will be on-boarded on the platform once they agree on fixed monthly commitment and term cycle of the circle. Platform uses an allocation algorithm for selecting a member randomly every month to avail the property deposit. Also offers knowledge resources and discounts in property buying process.",joinstepladder.com,,Working Class,Goal Based Savings,House Deposit Savings,P2P collaborative platform for raising property deposits,Nascent,,Seed,"2,281,200",United Kingdom,2015,,,,,,,,,,,,,,,End Consumer,No,Financial
,FALSE,AhorroLibre,"AhorroLibre is a social savings network to allow communities in emerging markets safer, easier and more transparent access to savings and credit. AhorroLibre offers a mobile application to organize ROSCAs within Mexico. Under the ROSCA model, each member contributes the same amount at each meeting, and one member takes the whole sum once. As a result, each member is able to access a larger sum of money during the life of the ROSCA, and use it for whatever purpose she or he wishes. This method of saving is a popular alternative to the risks of saving at home, where family and relatives may demand access to savings.",ahorrolibre.com,,,#N/A,,Mobile app based P2P savings and credit  network,,,Seed,"2,200,986",Mexico,2013,,,,,,,,,,,,,,,#N/A,,
,FALSE,Puddle,"Puddle is an online community based lending platform. A first-time user contributes $10 to Puddle and is eligible to borrow up to $50. The user is required to pay the loan in 6 months with payment frequency of twice a month. People grow their ""trust network"" in Puddle which allows them to borrow/contribute to more people in Puddle. To use Puddle a person must have a US bank account and debit card and is eligible to borrow a maximum of 5 times their contribution.",puddle.com,,,#N/A,,Community based funding,,,Deadpooled,"2,000,000",USA,2012,,,,,,,,,,,,,,,#N/A,,
,TRUE,Onward,Onward is an employee financial planning software. The platform allows employees to keep track of finance and allows them to plan their finance for on term saving and emergency fund saving. The platform is used by small and medium industries on subscription-based pricing plan.,onward.org,,Working Class,Asset Management,Asset Management,Employee financial planning software,Mature,,Seed,"1,999,999",USA,2015,,,,,,,,,,,,,,,End Consumer,No,Financial
,FALSE,Nowo,"Nowo is an automated savings app from daily purchases. The savings can be achieved by daily expenditures via Nowo Mastercard. The consumer can choose a percentage of the expense that needs to be saved, while each time the card is used for a purchase, the decided percentage of expense is put into Nowo Fund which is invested and grow over time. The Fund aims to benefit user with 5-6% in real return per year. The mobile app can be used to see real-time savings, earn reward points at partnered locations.",nowo.se,,,Automated Savings,Automated Savings,Automated retirment savings app from daily purchases.,,,Seed,"1,950,000",Sweden,2014,,,,,,,,,,,,,,,#N/A,,
,TRUE,Stamp,Stamp is an app for VAT refunds. The app automatically adds invoices based on the user's purchases. Users get digital VAT free invoices on the app. The app is available for iOS and Android platforms.,stampit.co,,All,Automated Savings,VAT Refund,App for VAT refunds,Emerging,,Seed,"1,895,590",USA,2017,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Woonivers,"Woonivers is an app to claim VAT refunds. Non-European residents can scan their receipt using the app. On airports, they can visit the DIVA self-service machine and scan the QR codes generated. Upon approval, refunds are transferred electronically. The app is available for iOS and Android platforms.",woonivers.com,,All,Automated Savings,VAT Refund,App to claim VAT refunds,Emerging,,Seed,"1,700,000",Spain,2018,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Astra,"Astra is an automated savings management app. Users sync their bank accounts with the platform and set their savings goals. They can set rules for funding the saving accounts. Based on the rules, the platform creates and customize actions to automate the movement of money for savings and debt repayment. The app is available for iOS platform.",astra.finance,,Milennial,Automated Savings,Automated Savings,Savings management app,Nascent,,Seed,"1,669,999",USA,2016,,,,,,,,,,,,,,,End Consumer,Yes,Financial
,FALSE,My Money Jar,"My Money Jar is a savings & investment management platform. It provides tools to assist users in budgeting and allocating funds for short term and long term goals. Also, offers groups saving solutions to assist users in building financial security.",mymoneyjar.com,,,Savings Management,Personal Savings,Savings and investment management platform,,,Seed,"1,423,470",Ireland,2012,,,,,,,,,,,,,,,#N/A,,
,TRUE,Wizely,"Wizely is a mobile app for automated savings. Users can enter their goals for purchasing any item and create custom rules for automated savings like duration, the percentage of automatic money transfer to wallet from a bank account on every spending done etc. Users can link his bank account to the app and for auto transactions. As of July 2017, yet to launch mobile apps.",wizely.in,,Working Class,Asset Management,Neobank,Mobile application for automated savings,Emerging,,Seed,"1,324,998",India,2016,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Bruno,"Bruno provides automated savings management platform to users. It connects with the bank account of the user and puts aside the savings. Features unlimited withdrawal and deposits, automatic savings, transaction alerts, etc.",hibruno.com,,All,Automated Savings,Automated Savings,Automated savings management platform,Nascent,,Seed,"1,245,180",France,2016,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,CNote,"CNote is an alternative savings product which provides its savers with a 2.5% return on their savings, which is higher compared to traditional savings accounts. All the money saved through the platform is lent for driving social impact. It is a medium-term savings alternative with quarterly liquidity.",mycnote.com,,All,Social Enterprise,Social Enterprise Funding,Savings platform with social impact,Mature,,Seed,"1,205,660",USA,2016,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,PiggyVest,"PiggyVest provides an online savings & investment platform for individuals. It enables users to set goals and save for rent, car, vacation, etc. Users can set goals on a daily, weekly, and monthly basis. It helps in fixed income investment and co-investment. It also offers an app-based platform for Android and IOS platforms.",piggyvest.com,,Milennial,Savings Management,Personal Savings,Online savings & investment platform,Mature,,Seed,"1,150,000",Nigeria,2016,,,,,,,,,,,,,,,End Consumer,No,Financial
,FALSE,Kiboo,"Kiboo lets user spend and save money smarter using budgeting and personal finance tools. It also offers prepaid cards. It combines FDIC insured products with web/mobile technology to help users to save and spend. As of July 2016, its website is not operational.",kiboo.com,,,#N/A,,Automated saving platform,,,Deadpooled,"1,000,000",USA,2007,,,,,,,,,,,,,,,#N/A,,
,FALSE,GIVTED,"Givted is a group-gifting platform.  It allows friends and family to pool funds for gifts. It was co-founded by French siblings Francois and Stephanie de Bodinat. They have raised $1M in seed funding from private investors and launched in the US in July 2013. The company is headquarted in New York, with a satellite office in Orlando, FL.",givted.com,,,#N/A,,Crowd Gifting service that let's user save & fund gifts to friends,,,Deadpooled,"1,000,000",USA,2012,,,,,,,,,,,,,,,#N/A,,
,FALSE,MoneyFellows,"Money Fellows is an online platform that allows people to form circles on the app to pool money using periodic payments. People form circles from their Facebook friends and commit to a monthly installment, every month one of those peers receives the total installments, as his payout. The circle ends when all participants have received their payout once. It offers up to 10% discounts if participants spend their payouts on purchases from company's commercial partners.",moneyfellows.com,,,Pooled Savings,Shared Savings ,A web-based social savings and lending platform.,,,Seed,"1,000,000",Egypt,2014,,,,,,,,,,,,,,,#N/A,,
,TRUE,Spiff,"Spiff is a yet-to-release saving service, designed with women in mind. It provides features such as: a) setting up a savings plan for oneself, b) setting up a savings plan for a dependent, and c) sharing that savings plan with a relative, such as an aunt or grandparent. The app can be set to deduct the amount to be automatically deducted monthly from a connected account  and set aside into either a savings account or a pre-selected investment fund.",getspiff.no,,All,Pooled Savings,Shared Savings ,Savings app for women,Nascent,,Seed,"973,000",Norway,2015,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,caringcent,"CaringCent is a platform which enables its donor users to round up their daily debit/credit card purchases, and then donate the change to one or more of the chosen causes listed on the platform. Presents itself as an alternative to donation drop boxes in supermarkets, with added advantages of getting full tax benefit. Charities get the donation in cash instead of store credits,",caringcent.com,,All,Social Enterprise,Social Enterprise Funding,Spare change donation platform,Nascent,,Seed,"775,000",USA,2015,,,,,,,,,,,,,,,End Consumer,No,Non-Financial
,FALSE,Money Clouds,"Money Cloud is a free iOS app that helps you deposit &amp; set aside funds for each of your financial goals. It works just like using envelopes for saving money back in the day. You set up different Money Clouds for different things you want to save for — like a wedding, car or vacation. Then, you deposit money into the clouds as you work toward your goal.You can also contribute to your friends’ clouds to make it easier to collect money for group projects. The funds are protected by FDIC and your private information is collected, stored, and adheres to strict PCI compliance standards. App is soon coming to US, people can signup for beta version. Most of the company’s services are free except for some like wire transfer, insufficient funds etc.",moneyclouds.com,,,Goal Based Savings,Goal Based Savings,Money Cloud is a free iOS app that helps you deposit & set aside funds for each of your financial goals.,,,Seed,"705,000",USA,2011,,,,,,,,,,,,,,,#N/A,,
,TRUE,Flow,"Flow is an online platform providing savings & budgeting solutions to individuals and freelancers. It helps consumers save salary for paying taxes, transfer pocket money to children, among others. Also offers solutions to freelancers to set aside receivables from invoices for paying taxes.",flowyour.money,,Self Employed,Savings Management,Personal Savings,Savings and budgeting platform,Nascent,,Seed,"664,114",Netherlands,2018,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,The Money Club,"The Money Club is a peer to peer chit fund application that operates under the RBI guidelines of p2p lending. The platform allows users to pool in the money and form a group with verified peers across the country. The platform verifies every user and runs a matchmaking algorithm to form money clubs of users. The pooled amount is made available for bidding to potential borrowers within the group. Once the borrower wins the bid, the money will be directly transferred to the bank account. Charges 10% of the bid amount from the winner of the bid.",themoneyclub.in,,Working class,Pooled Savings,Pooled Savings,Mobile first chit fund platform,Emerging,,Seed,"364,859",India,2016,,,,,,,,,,,,,,,End Consumer,No,Financial
,FALSE,Toodalu,"Toodalu empowers social giving and saving when you shop, without any hassle. They are a free rewards program that creates savings for users and donations for their cause. For every purchase made at their merchant partner location, Toodalu will provide 5% cash back and 5% charitable donation given by Toodalu.  And as a bonus, users also receive 5% cash back on each purchase made by their teammates.  Simply link any Amex, Discover, MasterCard, or Visa credit or debit card and shop with that card. When $10 or more has been accumulated in cash back savings, they will automatically put that amount directly onto user's credit card statement. Their spending means that they can direct a cash donation by Toodalu to the charity of their choice.",toodalu.com,,,Social Enterprise,Social Enterprise Funding,Turn everyday purchases into donations!,,,Acquired,"250,000",USA,2010,,,,,,,,,,,,,,,#N/A,,
,FALSE,Prospa,"Prospa is a mobile savings wallet for low-income earning South African residents. Users can buy Prospa vouchers from offline vendors and recharge their savings account through their phone. Claims to offer returns of up to 5.5%. Offers quarterly payouts through EFT, wallet transfer or instore. Vouchers come in R5, R10, R20 and R50. Earns revenue through an upfront deposit fee.",prospa.co.za,,,#N/A,,Mobile savings wallet for South African residents,,,Deadpooled,"235,324",South Africa,2018,,,,,,,,,,,,,,,#N/A,,
,TRUE,CowryWise,"CowryWise is an online savings platform. Users have to sync their bank accounts to the platform. It automates savings, which then generates interests over a period of time. The platform invests the savings in risk-free instruments offered by the Nigerian government. Users can create multiple savings plans for different categories such as children plan, house plan etc. Allows the users to put a hold on automated savings and they can reactivate the accounts according to their needs. Saving plans can be set to daily, weekly or monthly. Users can lock away funds for a long period of time such as for 3,6,9, or 12 months. The user can withdraw part or all of their savings together with interest anytime without restriction or penalties.",cowrywise.com,,Working Class,Savings Management,Financial planning,Online savings platform,Nascent,,Seed,"185,000",Nigeria,2017,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Collegebacker,"CollegeBacker makes saving for college effortless, collaborative, and tax-advantages. It lets parent open a 529 for their child, determine a monthly savings goal, set up their own contribution, and invite family and friends to participate. It charges $1 per month and takes its fee on a quarterly basis before the account value reaches $5,000 USD. After that, it takes a 0.25% annual fee on assets under management, deducted from new contributions on a quarterly basis.",collegebacker.com,,Working Class,Goal Based Savings,Goal Based Savings,Saving platform for college education fees,Mature,,Seed,"125,000",USA,2015,,,,,,,,,,,,,,,End Consumer,No,Non-Financial
,TRUE,Donate Your Change,Donate Your Change offers a charity fundraising app for non-profits. Users sync their cards to the platform and select the organisation they want to support. Transactions made by the linked card automatically round up to the nearest dollar and the spare change is transferred to the selected organisation. Users can link multiple financial accounts to the platform.,donateyourchange.com,,All,Social Enterprise,Social Enterprise Funding,Charity fundraising app,Mature,,Seed,"120,000",USA,2016,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,GoSave,GoSave provides a digital saving platform for kids. It offers Penny piggy bank for goal-based savings. It enables the kid's parents to set up tasks and earn rewards. Also offers an app to manage allowances and check transactions. The app is available for Android and IOS platforms.,gosavehq.com,,Parents,Goal Based Savings,Children's Savings ,Digital saving platform for kids,Emerging,,Seed,"120,000","USA
Australia",2018,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,ChitMonks,"ChitMonks is an online marketplace of chit funds. Users can check and compare various chit funds and manage them through the platform. Users can search for registered chit funds based on the amount, location, duration, and the company operating the fund.",chitmonks.com,,Working Class,Pooled Savings,Pooled Savings,Marketplace of chit funds,Nascent,,Seed,"116,774",India,2016,,,,,,,,,,,,,,,End Consumer,Yes,Financial
,TRUE,Manzil,"Manzil provides an online platform for Shariah-compliant mortgage loans. It also offers investment plans for retirement, family, taxes, and more. It facilitates the early repayment of loans. The investors earn on the basis of loan term of mortgages. It also offers robo advisors in order to provide consultation services for loans.",manzil.ca,,Religious,Goal Based Savings,Shariah Investments,Online marketplace for Shariah-compliant mortgage loans,Mature,,Seed,"111,500",Canada,2017,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Digs,"Digs is a savings management app. Enables users to save for multiple costs related to home purchase such as title insurance, real estate lawyer, loan origination fee, closing costs and down payment. Features include contribution matching; home buyer milestones; down payment calculator; expert content & advice; home buyers checklist; lender recommendations; account support; joint account and FDIC insured up to $250,000. Agents can automatically send their customers relevant content depending on where they are in the saving processes.",digs.co,,Working Class,Goal Based Savings,Goal Based Savings,Savings management app,Emerging,,Seed,"100,000",USA,2018,,,,,,,,,,,,,,,End Consumer,No,Financial
,FALSE,Omnetrium,"Omnetrium is an automated savings management platform. It integrates with banks to provide savings solutions. Offers a prize-linked savings program to help in building the value of customers. It helps in driving organic customer growth & customer engagement. It provides solutions to drive overall financial health by supporting family stability, education, and upward mobility.",omnetrium.com,,,#N/A,Incentivised Savings,Automated savings management platform,,,Seed,"75,000",USA,2013,,,,,,,,,,,,,,,#N/A,,
,TRUE,TribeVest,TribeVest is a group savings management platform. Users can build their own group or utilize TribeVest’s network. The group takes the TribeAlign survey to determine the rules and a saving goal. Members of the group contribute monthly to the savings account. The platform provides an anonymous voting system and dashboard to make the group decisions more efficient.,tribevest.com,,All,Pooled Savings,Pooled Savings,Group savings management platform,Nascent,,Seed,"65,000",USA,2017,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,spave,Spave is a financial wellness platform to assist in making micro-investments. Users save a % of the amount they spent on the purchase of various goods & services. The platform is directly linked to debit & credit cards to distribute the amount to charitable organisations or personal savings. The application can be accessed on iOS devices.,spave-app.com,,All,Asset Management,Micro Investments,Saving application to assist in micro investments,Mature,,Seed,"40,000",USA,2018,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Kidfolio,KidFolio provides saving and investment management platform for parents. It enables users to save for children's future.,kidfolio.app,,Parents,Asset Management,Portfolio Management,Saving and investment management platform,Emerging,,Seed,"40,000",USA,2018,,,,,,,,,,,,,,,End Consumer,No,Non-Financial
,FALSE,Tutanda,Tutanda gives its users community a tool to save and obtain money through a social network . It also offer access to smart shopping through the platform where user can buy in payments without interest and without credit card.,tutanda.com,,,#N/A,,Platform to to save and obtain money in a collaborative way,,,Deadpooled,"25,000",Chile,2012,,,,,,,,,,,,,,,#N/A,,
,TRUE,Pennysmart,"Pennysmart provides an online platform for goal-based savings. It enables users to track finances and invest savings. It helps users to save for emergency cases, trips, education, cars, gifts, and more.",pennysmartapp.com,,All,Goal Based Savings,Goal Based Saving,Platform for goal-based savings,Nascent,,Seed,"25,000",Ghana,2018,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,KyePot,"Kyepot provides social financial service for people to save, borrow and lend in trusted digital groups and achieve their financial goals. The borrowing is at a reduced cost of capital. The platform is based on the ROSCA model, and has presence in India and Africa.",kyepot.com,,Working Class,Pooled Savings,Pooled Savings,Online platform for group saving and lending,Nascent,,Seed,"17,900",India,2015,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Spoon Money,Spoon Money is a stokvel investment firm. The company joins the existing stokvels as a member. The company invests in the stokvels and the stokvels make money on the funds provided by the company.,spoonmoney.com,,Self Employed,Social Enterprise,Social Enterprise Funding,Stokvel investment firm,Mature,,Seed,"17,823",South Africa,2017,,,,,,,,,,,,,,,End Consumer,No,Non-Financial
,FALSE,Hektor,Hektor is a personal financial assistant who helps in budgeting and saving money. It uses artificial intelligence to automate and facilitate savings.,hektor.com.sg,,,#N/A,,Personal finance application for saving and budgeting,,,Deadpooled,"17,000",Singapore,2016,,,,,,,,,,,,,,,#N/A,,
,FALSE,Uplus,Uplus is an online platform offering group saving solutions. Users can make pool funds and make payments through app-based solutions. Offers tools and payment links to manage mass payouts. The app can be accessed on iOS and Android devices.,uplus.rw,,,#N/A,,Online platform offering group savings solutions,,,Deadpooled,,Rwanda,2017,,,,,,,,,,,,,,,#N/A,,
,FALSE,Friendfund,"Friendfund is a group payment platform, which allows friends to collect money for a common goal. Users can spread message on Facebook and Twitter, to invite friends to pool money. Users need to create a pool to invite funds and have to mention a time frame post which pool would be closed. The platform does authentication and transfer funds to users accounts. The platform shutdown its operations in Oct, 2014.",friendfund.com,,,#N/A,,Group payments for friends,,,Deadpooled,,Germany,2010,,,,,,,,,,,,,,,#N/A,,
